Data,Method,Measure,Value
Folk_Mobility_Data,d,variance in predictions,"DescribeResult(nobs=6899, minmax=(8.063402389874616e-08, 0.09635995916788054), mean=0.0027081566508090167, variance=2.631990366167735e-05, skewness=6.353428994993434, kurtosis=61.08830984665521)"
Folk_Mobility_Data,d,ambiguity,0.1
Folk_Mobility_Data,d,discrepancy,0.085
Folk_Mobility_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.026527505979560773), mean=0.011386188163748503, variance=0.0001489525436159892, skewness=0.1709334761979921, kurtosis=-1.8669678837624142)"
Community_Data,M,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00040711558886375647, 0.04762493244237258), mean=0.005498733095913061, variance=5.201030764079486e-05, skewness=3.148009838849247, kurtosis=11.544899824113969)"
Community_Data,M,ambiguity,0.21
Community_Data,M,discrepancy,0.136
Community_Data,M,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.09022556390977443), mean=0.03114604693552062, variance=0.0010184782818120548, skewness=0.6559516107829245, kurtosis=-1.1321890250356126)"
Community_Data,a,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00037350054024197835, 0.023252050670631356), mean=0.003746595942953064, variance=1.1287059431201672e-05, skewness=2.2618260635381486, kurtosis=6.648573290286169)"
Community_Data,a,ambiguity,0.23
Community_Data,a,discrepancy,0.136
Community_Data,a,disagreement,"DescribeResult(nobs=5995, minmax=(0.0, 0.09147869674185463), mean=0.017808700232650014, variance=0.000372512456272207, skewness=1.2559857865646142, kurtosis=1.3487135578384688)"
Community_Data,b,variance in predictions,"DescribeResult(nobs=399, minmax=(2.0006745874403488e-05, 0.02260172642856907), mean=0.002708520762551799, variance=1.0016557815759689e-05, skewness=2.498162931676616, kurtosis=8.456736427239969)"
Community_Data,b,ambiguity,0.197
Community_Data,b,discrepancy,0.114
Community_Data,b,disagreement,"DescribeResult(nobs=1485, minmax=(0.0, 0.09147869674185463), mean=0.014159979072259774, variance=0.00030555810982844424, skewness=1.7638853727986978, kurtosis=3.7185753795369827)"
Community_Data,c,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00020408514944888763, 0.023570528569560226), mean=0.0036868744081436384, variance=1.3318068320750204e-05, skewness=2.6436340466050736, kurtosis=8.870190438356106)"
Community_Data,c,ambiguity,0.177
Community_Data,c,discrepancy,0.11
Community_Data,c,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.05137844611528822), mean=0.016199589883800405, variance=0.00022216583795970862, skewness=0.6102073415122645, kurtosis=-0.47916730393886064)"
Community_Data,d,variance in predictions,"DescribeResult(nobs=399, minmax=(3.766658465291726e-07, 0.0158750188356438), mean=0.0017603500159067327, variance=5.764531841338032e-06, skewness=2.932720226423564, kurtosis=10.57662408893985)"
Community_Data,d,ambiguity,0.101
Community_Data,d,discrepancy,0.075
Community_Data,d,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.03007518796992481), mean=0.006488443330548593, variance=0.00011444144144315629, skewness=1.546384990425454, kurtosis=0.6184130039239837)"
Compas_Data,M,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0008259812578510716, 0.15733655182356174), mean=0.019927732455070776, variance=0.00044277519617857725, skewness=3.18797284012196, kurtosis=12.072350300381283)"
Compas_Data,M,ambiguity,0.408
Compas_Data,M,discrepancy,0.309
Compas_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.3522267206477733), mean=0.13087044534412953, variance=0.009762909687797815, skewness=0.44164854612384263, kurtosis=-1.0630713263455491)"
Compas_Data,a,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0004449581714970263, 0.07818699227008455), mean=0.00917574273331049, variance=9.43993346510819e-05, skewness=2.8676248377622646, kurtosis=10.591155337594639)"
Compas_Data,a,ambiguity,0.368
Compas_Data,a,discrepancy,0.225
Compas_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.2680161943319838), mean=0.06372003953545835, variance=0.002094585013223386, skewness=0.7661585333005938, kurtosis=0.6216063483348129)"
Compas_Data,b,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.75270389100588e-05, 0.07705947568104139), mean=0.007283792257497762, variance=9.401734020041369e-05, skewness=2.693779505403856, kurtosis=9.604597781572018)"
Compas_Data,b,ambiguity,0.287
Compas_Data,b,discrepancy,0.189
Compas_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.18380566801619433), mean=0.051690122742754314, variance=0.0013318059783383606, skewness=0.48096677955807415, kurtosis=-0.4362783756151418)"
Compas_Data,c,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.00018279003430899104, 0.08492856257293376), mean=0.006544876485186607, variance=5.646687824998809e-05, skewness=4.089951662484526, kurtosis=25.07709724738504)"
Compas_Data,c,ambiguity,0.218
Compas_Data,c,discrepancy,0.15
Compas_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.1360323886639676), mean=0.04441070625281151, variance=0.0016769499529993878, skewness=0.9753410487624479, kurtosis=-0.4281095619464841)"
Compas_Data,d,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.704040108976418e-05, 0.06813540703569573), mean=0.00789855221772992, variance=8.722591743067545e-05, skewness=2.2603046572116376, kurtosis=6.508119707195359)"
Compas_Data,d,ambiguity,0.204
Compas_Data,d,discrepancy,0.14
Compas_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.12874493927125505), mean=0.057995951417004046, variance=0.0014402808207410803, skewness=-0.03344475154990088, kurtosis=-0.9751139489208307)"
Adult_Data,M,variance in predictions,"DescribeResult(nobs=6513, minmax=(0.0021039843082480006, 0.16342102384900198), mean=0.025126176687963103, variance=0.00020710315770006087, skewness=3.02328135333125, kurtosis=14.24206576682554)"
Adult_Data,M,ambiguity,0.467
Adult_Data,M,discrepancy,0.365
Adult_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.40445297504798466), mean=0.14911708253358927, variance=0.016377934147225888, skewness=0.955395067515166, kurtosis=-0.464318680671175)"
Adult_Data,a,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.3491242142753028e-05, 0.10518054152534195), mean=0.009020117845705137, variance=0.00010163006061825274, skewness=2.3694317736796346, kurtosis=9.235190705559429)"
Adult_Data,a,ambiguity,0.335
Adult_Data,a,discrepancy,0.185
Adult_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.17351247600767755), mean=0.05918752008746873, variance=0.0017318029213108338, skewness=0.4248348683104659, kurtosis=-0.6545232219124753)"
Adult_Data,b,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4691682178203272e-05, 0.08869703790277512), mean=0.008069016066230866, variance=8.380476800568082e-05, skewness=2.163333129450351, kurtosis=7.63947975594979)"
Adult_Data,b,ambiguity,0.275
Adult_Data,b,discrepancy,0.151
Adult_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.17351247600767755), mean=0.0544270785729519, variance=0.0016903474391593246, skewness=0.3853805547783346, kurtosis=-0.8378700823521128)"
Adult_Data,c,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.358264786648173e-05, 0.13950706500300358), mean=0.0090701677714833, variance=0.00013781839907785234, skewness=3.040431733391971, kurtosis=15.773085320258403)"
Adult_Data,c,ambiguity,0.227
Adult_Data,c,discrepancy,0.143
Adult_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.008061420345489444, 0.12852207293666026), mean=0.06092130518234166, variance=0.0011533900500345507, skewness=0.29420970007276553, kurtosis=-0.7851870923821469)"
Adult_Data,d,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4369229197969234e-05, 0.15231864600218295), mean=0.006458025840824164, variance=9.40932972047523e-05, skewness=4.7946304965947695, kurtosis=41.19019239502197)"
Adult_Data,d,ambiguity,0.168
Adult_Data,d,discrepancy,0.103
Adult_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.10264875239923224), mean=0.04765012338908692, variance=0.0009267120302814982, skewness=0.14301418782398997, kurtosis=-1.1940495107897529)"
German_Data,M,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00010903966991198575, 0.12685432341656697), mean=0.020648802841561745, variance=0.00048104555988087515, skewness=1.9897329082076176, kurtosis=4.5224725463394595)"
German_Data,M,ambiguity,0.362
German_Data,M,discrepancy,0.235
German_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.2275), mean=0.12258928571428572, variance=0.004334482473544974, skewness=-0.30140838494507466, kurtosis=-1.1173621907359397)"
German_Data,a,variance in predictions,"DescribeResult(nobs=200, minmax=(9.714443319431456e-05, 0.04728594598896014), mean=0.010293663106815098, variance=5.9131733590192925e-05, skewness=1.4591864693694265, kurtosis=3.006243081372097)"
German_Data,a,ambiguity,0.375
German_Data,a,discrepancy,0.208
German_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.225), mean=0.07281493506493507, variance=0.0021826736559412, skewness=0.41281297457125166, kurtosis=-0.19494176662318363)"
German_Data,b,variance in predictions,"DescribeResult(nobs=200, minmax=(8.823296460037481e-05, 0.035303742423474005), mean=0.008647218389818074, variance=4.9430777563620146e-05, skewness=1.3477645888770162, kurtosis=1.6682243602451123)"
German_Data,b,ambiguity,0.31
German_Data,b,discrepancy,0.183
German_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.16), mean=0.06114417989417989, variance=0.0018649174859304166, skewness=0.29687641076060534, kurtosis=-0.726602787755708)"
German_Data,c,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00010795949830146548, 0.041499154901668535), mean=0.009932655233524228, variance=7.896970267964727e-05, skewness=1.6952434706793245, kurtosis=2.767759116265198)"
German_Data,c,ambiguity,0.251
German_Data,c,discrepancy,0.153
German_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.13), mean=0.06741071428571428, variance=0.0014136491402116402, skewness=0.17901423722503837, kurtosis=-1.028477291079505)"
German_Data,d,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00012708469746781987, 0.11028181962290522), mean=0.012717947733499858, variance=0.00019043560592680973, skewness=3.011419278099722, kurtosis=13.647649046384188)"
German_Data,d,ambiguity,0.278
German_Data,d,discrepancy,0.197
German_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.205), mean=0.08214285714285714, variance=0.004127053571428571, skewness=0.6725019188443916, kurtosis=-0.7147196675361438)"
Folk_Income_Data,M,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0017817079217861808, 0.14079055343224411), mean=0.024187894914080462, variance=0.00017858666929780685, skewness=2.6948444106850347, kurtosis=11.806523226815159)"
Folk_Income_Data,M,ambiguity,0.469
Folk_Income_Data,M,discrepancy,0.352
Folk_Income_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.37604245640636846), mean=0.15164757251565442, variance=0.013478779540789302, skewness=0.6658831494256707, kurtosis=-0.7645146040620823)"
Folk_Income_Data,a,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0005341856852922588, 0.08540506406431625), mean=0.009558614646542618, variance=7.031958100880227e-05, skewness=2.205283885628022, kurtosis=8.240512039700764)"
Folk_Income_Data,a,ambiguity,0.381
Folk_Income_Data,a,discrepancy,0.213
Folk_Income_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.1995451099317665), mean=0.06428590920470173, variance=0.002166473905807102, skewness=0.4499715183695789, kurtosis=-0.5464378493742559)"
Folk_Income_Data,b,variance in predictions,"DescribeResult(nobs=19785, minmax=(2.2625556972616558e-05, 0.080648654772239), mean=0.008261110831603387, variance=6.413367319803747e-05, skewness=2.184740868141425, kurtosis=7.5141119840593475)"
Folk_Income_Data,b,ambiguity,0.307
Folk_Income_Data,b,discrepancy,0.182
Folk_Income_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.19423805913570888), mean=0.05577365408297933, variance=0.0022599406682411167, skewness=0.5667888849296685, kurtosis=-0.5510010060226915)"
Folk_Income_Data,c,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.00030037621778164866, 0.11663728978387541), mean=0.011491167468936936, variance=0.00011932769100311037, skewness=1.911139804850769, kurtosis=6.1421915247762335)"
Folk_Income_Data,c,ambiguity,0.289
Folk_Income_Data,c,discrepancy,0.193
Folk_Income_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.16712155673490017), mean=0.08061171482323871, variance=0.0026058247690323396, skewness=-0.0672382977763957, kurtosis=-1.000572250110211)"
Folk_Income_Data,d,variance in predictions,"DescribeResult(nobs=19785, minmax=(8.49384960841556e-05, 0.12378047202641222), mean=0.0053461152686064255, variance=5.1881327526169916e-05, skewness=6.499910006869678, kurtosis=71.01526036400989)"
Folk_Income_Data,d,ambiguity,0.191
Folk_Income_Data,d,discrepancy,0.118
Folk_Income_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.08721253474854689), mean=0.02934582475901657, variance=0.000676185274951683, skewness=0.7362267210060824, kurtosis=-0.5173214119040472)"
Folk_Travel_Data,M,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.970603675765659e-06, 0.1268004849132), mean=0.0052985522496924115, variance=7.842462994354106e-05, skewness=5.665927434695011, kurtosis=46.19454178761335)"
Folk_Travel_Data,M,ambiguity,0.149
Folk_Travel_Data,M,discrepancy,0.108
Folk_Travel_Data,M,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.07317834738425728), mean=0.029143603281387494, variance=0.0005198682401183406, skewness=0.18004490799236023, kurtosis=-0.3681252283591121)"
Folk_Travel_Data,a,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.3436662532763442e-06, 0.0743798748208925), mean=0.0036226133594817666, variance=2.324297874223841e-05, skewness=5.159610344490815, kurtosis=44.53332459166505)"
Folk_Travel_Data,a,ambiguity,0.146
Folk_Travel_Data,a,discrepancy,0.102
Folk_Travel_Data,a,disagreement,"DescribeResult(nobs=190, minmax=(0.0, 0.0656277498651679), mean=0.0171406332402581, variance=0.0002779210492853129, skewness=0.8119806473535078, kurtosis=0.118728329175255)"
Folk_Travel_Data,b,variance in predictions,"DescribeResult(nobs=17615, minmax=(2.490651591981637e-07, 0.07205932553150864), mean=0.003217835106500367, variance=1.6844680636786634e-05, skewness=2.921372255932878, kurtosis=15.970997977998678)"
Folk_Travel_Data,b,ambiguity,0.105
Folk_Travel_Data,b,discrepancy,0.086
Folk_Travel_Data,b,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.0365040165772517), mean=0.014993960152778171, variance=0.00022332539166285907, skewness=0.26755542253110964, kurtosis=-1.5747654738323136)"
Folk_Travel_Data,c,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.750966295175263e-07, 0.1722433399837947), mean=0.003782854208555683, variance=9.360958915555104e-05, skewness=8.543858923601936, kurtosis=97.31159971577483)"
Folk_Travel_Data,c,ambiguity,0.098
Folk_Travel_Data,c,discrepancy,0.082
Folk_Travel_Data,c,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.035624059723523234), mean=0.016597121689517158, variance=0.00017799767492552006, skewness=0.11868117998558751, kurtosis=-1.3072974319554393)"
Folk_Travel_Data,d,variance in predictions,"DescribeResult(nobs=17615, minmax=(8.716143992247696e-13, 0.08413389151840116), mean=0.002491866645765305, variance=2.536154090096889e-05, skewness=5.903604601113825, kurtosis=54.38735998584547)"
Folk_Travel_Data,d,ambiguity,0.074
Folk_Travel_Data,d,discrepancy,0.074
Folk_Travel_Data,d,disagreement,"DescribeResult(nobs=6, minmax=(0.0, 0.027335433875500297), mean=0.014254354840235793, variance=7.910624099037324e-05, skewness=-0.1991185154522817, kurtosis=-0.2890823476006221)"
Folk_Mobility_Data,M,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.0009093000068182925, 0.10893554252323472), mean=0.019431365652932353, variance=0.0001254743834260125, skewness=2.4401326526878133, kurtosis=10.146826868720446)"
Folk_Mobility_Data,M,ambiguity,0.419
Folk_Mobility_Data,M,discrepancy,0.289
Folk_Mobility_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(7.247952453431905e-05, 0.3656592012756396), mean=0.14608765880781535, variance=0.015117221180449388, skewness=0.6111888192008149, kurtosis=-1.0725324455923413)"
Folk_Mobility_Data,a,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.00010280027797833567, 0.06815348530811305), mean=0.007363585525436892, variance=3.673126021645274e-05, skewness=2.483404983649931, kurtosis=10.395529836759886)"
Folk_Mobility_Data,a,ambiguity,0.33
Folk_Mobility_Data,a,discrepancy,0.161
Folk_Mobility_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.2069290425454809), mean=0.05033646501356873, variance=0.0016228800836540823, skewness=0.6111546093981535, kurtosis=-0.2753284463757124)"
Folk_Mobility_Data,b,variance in predictions,"DescribeResult(nobs=6899, minmax=(3.372601474116609e-05, 0.10728121229429327), mean=0.0060314185226623285, variance=4.5085529295248e-05, skewness=3.6934825363602184, kurtosis=24.159145053334438)"
Folk_Mobility_Data,b,ambiguity,0.268
Folk_Mobility_Data,b,discrepancy,0.148
Folk_Mobility_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.14735087337827063), mean=0.038882580485827566, variance=0.0011705878751336685, skewness=0.4952551090770426, kurtosis=-0.6190340980524076)"
