age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
19,private,9,Never-married,Other-service,Other-relative,White,Female,40,United-States,0
35,private,9,Married,Other-service,Wife,White,Female,40,United-States,1
27,private,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0
46,self,12,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,0
34,gov,13,Married,Exec-managerial,Husband,White,Male,45,?,1
34,private,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0
44,private,10,Married,Tech-support,Husband,White,Male,40,United-States,0
45,private,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,0
20,?,9,Never-married,?,Other-relative,White,Female,35,United-States,0
25,private,13,Married,Exec-managerial,Husband,White,Male,55,United-States,1
52,self,13,Married,Exec-managerial,Husband,White,Male,50,United-States,1
20,private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
28,private,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
50,gov,13,Married,Protective-serv,Husband,White,Male,40,United-States,1
34,private,11,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,0
28,private,4,Married,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,0
41,private,14,Married,Exec-managerial,Husband,White,Male,65,United-States,1
28,private,9,Married,Adm-clerical,Husband,White,Male,40,United-States,0
46,self,9,Married,Craft-repair,Husband,White,Male,25,United-States,0
28,?,10,Married,?,Wife,White,Female,40,United-States,1
32,private,10,Married,Exec-managerial,Husband,White,Male,50,United-States,0
41,gov,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,0
24,private,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,0
33,private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
46,private,16,Married,Exec-managerial,Husband,White,Male,60,United-States,1
31,gov,10,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
35,private,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,1
52,private,2,Married,Machine-op-inspct,Husband,White,Male,40,Mexico,0
30,private,7,Never-married,Other-service,Own-child,White,Female,19,United-States,0
34,gov,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0
34,gov,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,0
20,private,10,Married,Sales,Husband,White,Male,30,United-States,0
17,private,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,0
32,gov,13,Married,Exec-managerial,Wife,White,Female,40,United-States,1
29,private,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,0
33,private,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,0
25,private,9,Married,Transport-moving,Husband,White,Male,60,United-States,0
36,gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
23,private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,0
63,self,9,Married,Exec-managerial,Husband,White,Male,40,United-States,1
47,gov,14,Married,Prof-specialty,Husband,White,Male,40,United-States,0
80,?,9,Widowed,?,Not-in-family,White,Male,24,United-States,0
17,?,7,Never-married,?,Own-child,White,Male,40,United-States,0
40,self,13,Married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
30,private,12,Married,Other-service,Wife,White,Female,25,United-States,1
27,private,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Philippines,0
33,private,14,Married,Prof-specialty,Husband,White,Male,50,United-States,1
34,gov,9,Never-married,Farming-fishing,Not-in-family,Black,Male,60,United-States,0
34,gov,10,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,0
23,private,10,Married,Adm-clerical,Husband,White,Male,40,United-States,0
42,gov,10,Married,Adm-clerical,Wife,White,Female,40,United-States,0
29,private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
45,private,9,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States,0
24,gov,9,Never-married,Armed-Forces,Own-child,White,Male,40,United-States,0
44,private,10,Married,Prof-specialty,Husband,White,Male,40,United-States,1
27,private,5,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,0
20,private,10,Never-married,Sales,Not-in-family,White,Male,35,United-States,0
44,private,9,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,0
51,private,9,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
20,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
17,?,7,Never-married,?,Own-child,White,Female,5,United-States,0
19,private,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0
45,self,10,Married,Craft-repair,Husband,White,Male,55,United-States,1
60,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,1
42,private,12,Married,Exec-managerial,Husband,Black,Male,40,?,1
44,self,9,Married,Sales,Wife,White,Female,40,United-States,1
40,private,11,Married,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States,1
30,private,9,Married,Exec-managerial,Wife,White,Female,40,United-States,0
38,private,10,Married,Transport-moving,Husband,Black,Male,50,United-States,0
23,private,9,Married,Transport-moving,Husband,White,Male,60,United-States,0
32,?,10,Married,?,Husband,White,Male,40,United-States,0
44,private,12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,0
54,gov,9,Married,Transport-moving,Husband,Black,Male,40,United-States,0
32,private,13,Married,Prof-specialty,Husband,White,Male,50,United-States,0
50,private,2,Married,Craft-repair,Unmarried,White,Male,40,United-States,0
24,private,13,Never-married,Tech-support,Not-in-family,White,Female,20,United-States,0
37,private,9,Married,Adm-clerical,Wife,White,Female,60,United-States,0
52,private,9,Divorced,Transport-moving,Unmarried,White,Male,40,United-States,0
38,private,10,Married,Transport-moving,Husband,White,Male,40,United-States,0
49,private,14,Married,Exec-managerial,Husband,White,Male,45,United-States,1
30,private,13,Married,Tech-support,Wife,White,Female,16,United-States,1
60,private,10,Never-married,Prof-specialty,Unmarried,White,Male,40,United-States,1
22,?,10,Never-married,?,Own-child,White,Male,40,United-States,0
35,private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
30,private,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,0
67,private,11,Divorced,Other-service,Not-in-family,White,Female,24,United-States,0
46,private,13,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,0
17,private,5,Never-married,Other-service,Not-in-family,White,Male,6,United-States,0
22,private,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0
27,private,6,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
23,private,9,Never-married,Other-service,Unmarried,White,Female,35,United-States,0
33,private,12,Married,Craft-repair,Husband,White,Male,45,Portugal,0
43,self,10,Married,Craft-repair,Husband,White,Male,20,United-States,0
28,gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States,0
41,private,9,Married,Craft-repair,Unmarried,White,Female,40,United-States,0
52,?,8,Never-married,?,Other-relative,Black,Male,40,United-States,0
25,private,10,Married,Adm-clerical,Own-child,Black,Female,20,United-States,0
63,?,2,Married,?,Husband,White,Male,35,United-States,0
59,gov,9,Married,Transport-moving,Husband,White,Male,45,United-States,0
45,gov,13,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
38,private,13,Married,Sales,Husband,White,Male,60,United-States,1
40,private,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,0
46,gov,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0
35,private,12,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,0
34,private,9,Divorced,Prof-specialty,Unmarried,White,Female,25,United-States,0
33,private,13,Never-married,Craft-repair,Own-child,White,Male,20,United-States,0
41,private,9,Divorced,Adm-clerical,Unmarried,White,Female,36,United-States,0
20,private,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0
23,private,3,Never-married,Other-service,Own-child,White,Male,40,El-Salvador,0
26,private,10,Never-married,Prof-specialty,Not-in-family,White,Female,35,United-States,0
72,?,9,Married,?,Husband,White,Male,20,United-States,0
23,gov,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,Poland,0
62,gov,9,Married,Transport-moving,Husband,White,Male,40,United-States,0
52,private,10,Married,Adm-clerical,Husband,White,Male,40,United-States,0
58,private,10,Divorced,Other-service,Unmarried,White,Female,42,France,0
25,private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
24,private,13,Never-married,Exec-managerial,Not-in-family,Black,Male,40,United-States,0
19,private,10,Never-married,Protective-serv,Own-child,White,Male,8,United-States,0
43,private,10,Married,Exec-managerial,Husband,White,Male,40,United-States,0
47,gov,9,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0
39,private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,0
49,private,11,Married,Handlers-cleaners,Unmarried,White,Male,42,United-States,0
53,?,3,Widowed,?,Unmarried,Black,Female,30,United-States,0
32,private,11,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,0
34,private,10,Married,Prof-specialty,Husband,White,Male,50,United-States,1
28,private,9,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States,0
57,?,11,Widowed,?,Unmarried,White,Female,38,United-States,0
25,private,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,20,United-States,0
20,?,10,Never-married,?,Own-child,White,Male,24,United-States,0
21,?,10,Never-married,?,Unmarried,White,Female,35,United-States,0
34,private,13,Married,Prof-specialty,Husband,White,Male,50,United-States,1
38,self,13,Married,Exec-managerial,Husband,White,Male,80,United-States,1
50,private,9,Married,Exec-managerial,Husband,White,Male,50,United-States,1
24,gov,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,50,United-States,0
37,gov,10,Married,Tech-support,Husband,White,Male,45,United-States,1
44,private,10,Divorced,Machine-op-inspct,Unmarried,White,Male,58,United-States,1
28,private,10,Married,Sales,Wife,White,Female,40,United-States,0
42,private,13,Married,Exec-managerial,Husband,White,Male,40,United-States,1
74,private,10,Divorced,Adm-clerical,Not-in-family,White,Female,9,United-States,0
38,self,9,Married,Craft-repair,Husband,White,Male,50,United-States,0
44,self,14,Married,Prof-specialty,Husband,White,Male,40,United-States,0
44,private,7,Divorced,Machine-op-inspct,Unmarried,Other,Female,46,Puerto-Rico,0
26,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
36,private,9,Married,Other-service,Husband,Black,Male,40,United-States,0
41,private,12,Married,Exec-managerial,Wife,White,Female,50,United-States,1
67,private,15,Married,Prof-specialty,Husband,White,Male,48,United-States,1
39,gov,8,Married,Tech-support,Husband,White,Male,50,United-States,0
57,private,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,30,United-States,0
29,private,11,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,0
31,self,13,Never-married,Farming-fishing,Not-in-family,White,Female,45,United-States,0
34,?,9,Never-married,?,Unmarried,Black,Female,40,United-States,0
44,private,10,Married,Transport-moving,Husband,White,Male,40,United-States,0
29,private,16,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0
30,private,10,Never-married,Handlers-cleaners,Unmarried,White,Female,40,United-States,0
27,private,9,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0
27,private,10,Married,Sales,Husband,White,Male,50,United-States,0
32,private,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,45,United-States,0
58,private,6,Married,Other-service,Wife,White,Female,8,United-States,0
35,gov,10,Married,Protective-serv,Husband,White,Male,40,United-States,0
21,private,9,Never-married,Handlers-cleaners,Own-child,White,Male,36,United-States,0
28,private,10,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,0
46,self,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,0
36,self,9,Separated,Other-service,Unmarried,White,Female,40,United-States,0
72,private,7,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0
35,private,9,Married,Machine-op-inspct,Wife,Black,Female,40,United-States,0
33,gov,11,Divorced,Craft-repair,Unmarried,Black,Female,40,United-States,1
69,private,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
35,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
31,private,9,Separated,Adm-clerical,Unmarried,White,Female,20,?,0
34,private,9,Married,Tech-support,Wife,White,Female,32,United-States,0
30,private,7,Married,Other-service,Husband,White,Male,40,Mexico,0
28,private,13,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,0
54,private,13,Married,Sales,Husband,White,Male,35,United-States,1
47,private,10,Married,Prof-specialty,Husband,White,Male,50,United-States,1
24,private,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,0
52,self,13,Married,Prof-specialty,Husband,White,Male,60,United-States,1
20,private,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,48,United-States,0
43,self,14,Married,Exec-managerial,Husband,White,Male,45,United-States,0
45,private,4,Separated,Other-service,Unmarried,White,Female,40,Mexico,0
29,self,9,Separated,Craft-repair,Not-in-family,White,Male,35,United-States,0
47,private,14,Divorced,Exec-managerial,Unmarried,White,Male,42,United-States,0
24,private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
51,private,9,Married,Prof-specialty,Husband,White,Male,40,United-States,0
17,private,7,Never-married,Sales,Own-child,White,Male,12,United-States,0
37,private,11,Married,Craft-repair,Husband,White,Male,40,United-States,1
27,private,16,Never-married,Prof-specialty,Not-in-family,White,Female,70,United-States,0
29,private,13,Married,Exec-managerial,Wife,White,Male,40,United-States,1
18,?,8,Never-married,?,Own-child,White,Male,25,United-States,0
36,self,12,Divorced,Sales,Unmarried,White,Female,35,United-States,0
58,gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
26,self,10,Married,Craft-repair,Husband,White,Male,45,United-States,0
65,?,10,Married,?,Husband,White,Male,30,United-States,1
57,private,9,Married,Sales,Husband,White,Male,40,United-States,1
59,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
27,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
31,self,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
21,private,10,Never-married,Sales,Own-child,White,Female,24,United-States,0
29,private,10,Never-married,Adm-clerical,Not-in-family,White,Male,60,United-States,0
18,private,7,Never-married,Other-service,Own-child,White,Male,40,United-States,0
52,private,6,Married,Craft-repair,Husband,White,Male,47,United-States,1
57,self,13,Divorced,Prof-specialty,Not-in-family,White,Male,80,United-States,0
